participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.exclude_from_data_analysis,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.order,player.demand,player.cost,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
6,qajgy2bt,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:54.056820+00:00,0,1,,,12387.00,6,130,45,9,-630.00,1,2,elpue5le,,,,,,0
7,4i405ylx,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:54.279969+00:00,0,1,,,15567.00,7,140,169,9,420.00,1,2,elpue5le,,,,,,0
8,y70otpig,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:54.502117+00:00,0,1,,,8385.00,8,190,167,3,1434.00,1,2,elpue5le,,,,,,0
9,okssb5u1,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:54.731269+00:00,0,1,,,7974.00,9,195,288,3,1755.00,1,2,elpue5le,,,,,,0
10,evdaon05,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:55.001451+00:00,0,1,,,6249.00,10,125,63,9,-369.00,1,2,elpue5le,,,,,,0
11,giuwf0mt,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:55.238609+00:00,0,1,,,9645.00,11,135,243,9,405.00,1,2,elpue5le,,,,,,0
12,zndgrm87,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:55.464757+00:00,0,1,,,8658.00,12,145,2,9,-1281.00,1,2,elpue5le,,,,,,0
13,ksg2sk99,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:55.686907+00:00,0,1,,,1857.00,13,195,291,3,1755.00,1,2,elpue5le,,,,,,0
14,32fs2t83,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:55.912055+00:00,0,1,,,8397.00,14,125,132,9,375.00,1,2,elpue5le,,,,,,0
15,pfsbkg39,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:56.137207+00:00,0,1,,,16017.00,15,175,299,3,1575.00,1,2,elpue5le,,,,,,0
16,b91i4x1j,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:56.372362+00:00,0,1,,,11955.00,16,185,211,3,1665.00,1,2,elpue5le,,,,,,0
17,mouxuour,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:56.596513+00:00,0,1,,,13266.00,17,195,136,3,1047.00,1,2,elpue5le,,,,,,0
18,rhhh7i8p,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:56.817660+00:00,0,1,,,10788.00,18,185,257,3,1665.00,1,2,elpue5le,,,,,,0
19,4age7z8n,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:57.043810+00:00,0,1,,,6420.00,19,120,202,9,360.00,1,2,elpue5le,,,,,,0
20,unw65f1k,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:57.278965+00:00,0,1,,,6690.00,20,175,75,3,375.00,1,2,elpue5le,,,,,,0
21,nzmlw2vc,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:57.515123+00:00,0,1,,,12894.00,21,195,196,3,1755.00,1,2,elpue5le,,,,,,0
22,ua26z391,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:57.785302+00:00,0,1,,,9045.00,22,190,240,3,1710.00,1,2,elpue5le,,,,,,0
23,r5xdheeb,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:58.050478+00:00,0,1,,,8802.00,23,175,174,3,1563.00,1,2,elpue5le,,,,,,0
24,fe5di2cz,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:58.318659+00:00,0,1,,,2658.00,24,175,22,3,-261.00,1,2,elpue5le,,,,,,0
25,laq30x6d,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:58.546810+00:00,0,1,,,5964.00,25,190,141,3,1122.00,1,2,elpue5le,,,,,,0
26,8sddqebc,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:58.768956+00:00,0,1,,,14403.00,26,175,7,3,-441.00,1,2,elpue5le,,,,,,0
27,bid74glb,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:58.993106+00:00,0,1,,,2130.00,27,195,142,3,1119.00,1,2,elpue5le,,,,,,0
28,c75i4lwp,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:59.227263+00:00,0,1,,,8499.00,28,195,277,3,1755.00,1,2,elpue5le,,,,,,0
29,3hr6lwto,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:59.449412+00:00,0,1,,,7368.00,29,190,136,3,1062.00,1,2,elpue5le,,,,,,0
30,kcxe4aoh,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:59.670556+00:00,0,1,,,9675.00,30,125,149,9,375.00,1,2,elpue5le,,,,,,0
1,khauiq6g,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:52.868029+00:00,0,1,,,9318.00,1,130,53,9,-534.00,1,3,elpue5le,,,,,,0
2,rxftrjp7,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:53.146214+00:00,0,1,,,12771.00,2,175,205,3,1575.00,1,3,elpue5le,,,,,,0
3,7zig3r4y,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:53.372367+00:00,0,1,,,14805.00,3,185,269,3,1665.00,1,3,elpue5le,,,,,,0
4,wmtulwd5,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:53.595515+00:00,0,1,,,5139.00,4,185,71,3,297.00,1,3,elpue5le,,,,,,0
5,azftdvyv,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:53.837675+00:00,0,1,,,10473.00,5,120,90,9,0.00,1,3,elpue5le,,,,,,0
6,qajgy2bt,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:54.056820+00:00,0,1,,,12387.00,6,135,197,9,405.00,1,3,elpue5le,,,,,,0
7,4i405ylx,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:54.279969+00:00,0,1,,,15567.00,7,125,170,9,375.00,1,3,elpue5le,,,,,,0
8,y70otpig,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:54.502117+00:00,0,1,,,8385.00,8,175,36,3,-93.00,1,3,elpue5le,,,,,,0
9,okssb5u1,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:54.731269+00:00,0,1,,,7974.00,9,185,205,3,1665.00,1,3,elpue5le,,,,,,0
10,evdaon05,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:55.001451+00:00,0,1,,,6249.00,10,135,46,9,-663.00,1,3,elpue5le,,,,,,0
11,giuwf0mt,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:55.238609+00:00,0,1,,,9645.00,11,135,53,9,-579.00,1,3,elpue5le,,,,,,0
12,zndgrm87,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:55.464757+00:00,0,1,,,8658.00,12,135,85,9,-195.00,1,3,elpue5le,,,,,,0
13,ksg2sk99,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:55.686907+00:00,0,1,,,1857.00,13,180,195,3,1620.00,1,3,elpue5le,,,,,,0
14,32fs2t83,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:55.912055+00:00,0,1,,,8397.00,14,145,1,9,-1293.00,1,3,elpue5le,,,,,,0
15,pfsbkg39,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:56.137207+00:00,0,1,,,16017.00,15,190,186,3,1662.00,1,3,elpue5le,,,,,,0
16,b91i4x1j,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:56.372362+00:00,0,1,,,11955.00,16,190,166,3,1422.00,1,3,elpue5le,,,,,,0
17,mouxuour,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:56.596513+00:00,0,1,,,13266.00,17,185,287,3,1665.00,1,3,elpue5le,,,,,,0
18,rhhh7i8p,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:56.817660+00:00,0,1,,,10788.00,18,190,62,3,174.00,1,3,elpue5le,,,,,,0
19,4age7z8n,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:57.043810+00:00,0,1,,,6420.00,19,140,273,9,420.00,1,3,elpue5le,,,,,,0
20,unw65f1k,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:57.278965+00:00,0,1,,,6690.00,20,175,243,3,1575.00,1,3,elpue5le,,,,,,0
21,nzmlw2vc,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:57.515123+00:00,0,1,,,12894.00,21,180,284,3,1620.00,1,3,elpue5le,,,,,,0
22,ua26z391,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:57.785302+00:00,0,1,,,9045.00,22,195,90,3,495.00,1,3,elpue5le,,,,,,0
23,r5xdheeb,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:58.050478+00:00,0,1,,,8802.00,23,195,9,3,-477.00,1,3,elpue5le,,,,,,0
24,fe5di2cz,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:58.318659+00:00,0,1,,,2658.00,24,180,17,3,-336.00,1,3,elpue5le,,,,,,0
25,laq30x6d,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:58.546810+00:00,0,1,,,5964.00,25,190,232,3,1710.00,1,3,elpue5le,,,,,,0
26,8sddqebc,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:58.768956+00:00,0,1,,,14403.00,26,175,194,3,1575.00,1,3,elpue5le,,,,,,0
27,bid74glb,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:58.993106+00:00,0,1,,,2130.00,27,185,35,3,-135.00,1,3,elpue5le,,,,,,0
28,c75i4lwp,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:59.227263+00:00,0,1,,,8499.00,28,175,18,3,-309.00,1,3,elpue5le,,,,,,0
29,3hr6lwto,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:59.449412+00:00,0,1,,,7368.00,29,195,299,3,1755.00,1,3,elpue5le,,,,,,0
30,kcxe4aoh,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:59.670556+00:00,0,1,,,9675.00,30,130,298,9,390.00,1,3,elpue5le,,,,,,0
1,khauiq6g,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:52.868029+00:00,0,1,,,9318.00,1,135,220,9,405.00,1,4,elpue5le,,,,,,0
2,rxftrjp7,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:53.146214+00:00,0,1,,,12771.00,2,195,158,3,1311.00,1,4,elpue5le,,,,,,0
3,7zig3r4y,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:53.372367+00:00,0,1,,,14805.00,3,185,138,3,1101.00,1,4,elpue5le,,,,,,0
4,wmtulwd5,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:53.595515+00:00,0,1,,,5139.00,4,195,42,3,-81.00,1,4,elpue5le,,,,,,0
5,azftdvyv,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:53.837675+00:00,0,1,,,10473.00,5,125,98,9,51.00,1,4,elpue5le,,,,,,0
6,qajgy2bt,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:54.056820+00:00,0,1,,,12387.00,6,140,124,9,228.00,1,4,elpue5le,,,,,,0
7,4i405ylx,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:54.279969+00:00,0,1,,,15567.00,7,140,231,9,420.00,1,4,elpue5le,,,,,,0
8,y70otpig,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:54.502117+00:00,0,1,,,8385.00,8,190,132,3,1014.00,1,4,elpue5le,,,,,,0
9,okssb5u1,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:54.731269+00:00,0,1,,,7974.00,9,175,8,3,-429.00,1,4,elpue5le,,,,,,0
10,evdaon05,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:55.001451+00:00,0,1,,,6249.00,10,125,185,9,375.00,1,4,elpue5le,,,,,,0
11,giuwf0mt,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:55.238609+00:00,0,1,,,9645.00,11,135,232,9,405.00,1,4,elpue5le,,,,,,0
12,zndgrm87,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:55.464757+00:00,0,1,,,8658.00,12,130,126,9,342.00,1,4,elpue5le,,,,,,0
13,ksg2sk99,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:55.686907+00:00,0,1,,,1857.00,13,185,96,3,597.00,1,4,elpue5le,,,,,,0
14,32fs2t83,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:55.912055+00:00,0,1,,,8397.00,14,145,41,9,-813.00,1,4,elpue5le,,,,,,0
15,pfsbkg39,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:56.137207+00:00,0,1,,,16017.00,15,185,224,3,1665.00,1,4,elpue5le,,,,,,0
16,b91i4x1j,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:56.372362+00:00,0,1,,,11955.00,16,175,94,3,603.00,1,4,elpue5le,,,,,,0
17,mouxuour,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:56.596513+00:00,0,1,,,13266.00,17,180,111,3,792.00,1,4,elpue5le,,,,,,0
18,rhhh7i8p,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:56.817660+00:00,0,1,,,10788.00,18,175,97,3,639.00,1,4,elpue5le,,,,,,0
19,4age7z8n,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:57.043810+00:00,0,1,,,6420.00,19,120,80,9,-120.00,1,4,elpue5le,,,,,,0
20,unw65f1k,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:57.278965+00:00,0,1,,,6690.00,20,185,198,3,1665.00,1,4,elpue5le,,,,,,0
21,nzmlw2vc,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:57.515123+00:00,0,1,,,12894.00,21,175,118,3,891.00,1,4,elpue5le,,,,,,0
22,ua26z391,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:57.785302+00:00,0,1,,,9045.00,22,175,225,3,1575.00,1,4,elpue5le,,,,,,0
23,r5xdheeb,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:58.050478+00:00,0,1,,,8802.00,23,175,241,3,1575.00,1,4,elpue5le,,,,,,0
24,fe5di2cz,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:58.318659+00:00,0,1,,,2658.00,24,180,144,3,1188.00,1,4,elpue5le,,,,,,0
25,laq30x6d,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:58.546810+00:00,0,1,,,5964.00,25,195,31,3,-213.00,1,4,elpue5le,,,,,,0
26,8sddqebc,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:58.768956+00:00,0,1,,,14403.00,26,190,143,3,1146.00,1,4,elpue5le,,,,,,0
27,bid74glb,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:58.993106+00:00,0,1,,,2130.00,27,180,104,3,708.00,1,4,elpue5le,,,,,,0
28,c75i4lwp,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:59.227263+00:00,0,1,,,8499.00,28,190,147,3,1194.00,1,4,elpue5le,,,,,,0
29,3hr6lwto,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:59.449412+00:00,0,1,,,7368.00,29,195,102,3,639.00,1,4,elpue5le,,,,,,0
30,kcxe4aoh,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:59.670556+00:00,0,1,,,9675.00,30,130,297,9,390.00,1,4,elpue5le,,,,,,0
1,khauiq6g,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:52.868029+00:00,0,1,,,9318.00,1,130,298,9,390.00,1,5,elpue5le,,,,,,0
2,rxftrjp7,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:53.146214+00:00,0,1,,,12771.00,2,185,13,3,-399.00,1,5,elpue5le,,,,,,0
3,7zig3r4y,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:53.372367+00:00,0,1,,,14805.00,3,195,260,3,1755.00,1,5,elpue5le,,,,,,0
4,wmtulwd5,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:53.595515+00:00,0,1,,,5139.00,4,180,128,3,996.00,1,5,elpue5le,,,,,,0
5,azftdvyv,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:53.837675+00:00,0,1,,,10473.00,5,130,260,9,390.00,1,5,elpue5le,,,,,,0
6,qajgy2bt,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:54.056820+00:00,0,1,,,12387.00,6,135,86,9,-183.00,1,5,elpue5le,,,,,,0
7,4i405ylx,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:54.279969+00:00,0,1,,,15567.00,7,120,246,9,360.00,1,5,elpue5le,,,,,,0
8,y70otpig,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:54.502117+00:00,0,1,,,8385.00,8,175,150,3,1275.00,1,5,elpue5le,,,,,,0
9,okssb5u1,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:54.731269+00:00,0,1,,,7974.00,9,195,246,3,1755.00,1,5,elpue5le,,,,,,0
10,evdaon05,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:55.001451+00:00,0,1,,,6249.00,10,125,112,9,219.00,1,5,elpue5le,,,,,,0
11,giuwf0mt,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:55.238609+00:00,0,1,,,9645.00,11,130,129,9,378.00,1,5,elpue5le,,,,,,0
12,zndgrm87,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:55.464757+00:00,0,1,,,8658.00,12,130,176,9,390.00,1,5,elpue5le,,,,,,0
13,ksg2sk99,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:55.686907+00:00,0,1,,,1857.00,13,185,22,3,-291.00,1,5,elpue5le,,,,,,0
14,32fs2t83,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:55.912055+00:00,0,1,,,8397.00,14,135,29,9,-867.00,1,5,elpue5le,,,,,,0
15,pfsbkg39,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:56.137207+00:00,0,1,,,16017.00,15,180,194,3,1620.00,1,5,elpue5le,,,,,,0
16,b91i4x1j,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:56.372362+00:00,0,1,,,11955.00,16,185,204,3,1665.00,1,5,elpue5le,,,,,,0
17,mouxuour,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:56.596513+00:00,0,1,,,13266.00,17,190,246,3,1710.00,1,5,elpue5le,,,,,,0
18,rhhh7i8p,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:56.817660+00:00,0,1,,,10788.00,18,175,160,3,1395.00,1,5,elpue5le,,,,,,0
19,4age7z8n,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:57.043810+00:00,0,1,,,6420.00,19,140,153,9,420.00,1,5,elpue5le,,,,,,0
20,unw65f1k,,1,63,62,vendorb2,5,Results,127.0.0.1,2017-10-12 11:52:57.278965+00:00,0,1,,,6690.00,20,175,44,3,3.00,1,5,elpue5le,,,,,,0
